float_val,fixed_val,float_div,fixed_div,scaled_float,fixed_err
-0.986176,-32315,-0.760514,-24920,-24921,-0.513672
-0.986145,-32314,-0.760537,-24921,-24921,-0.283203
-0.986115,-32313,-0.760561,-24922,-24922,-0.054688
-0.986084,-32312,-0.760584,-24922,-24923,-0.826172
-0.986053,-32311,-0.760608,-24923,-24924,-0.597656
-0.986023,-32310,-0.760631,-24924,-24924,-0.369141
-0.985992,-32309,-0.760655,-24925,-24925,-0.140625
-0.985962,-32308,-0.760678,-24925,-24926,-0.912109
-0.985931,-32307,-0.760702,-24926,-24927,-0.683594
-0.985901,-32306,-0.760726,-24927,-24927,-0.455078
-0.985870,-32305,-0.760749,-24928,-24928,-0.226563
-0.985840,-32304,-0.760773,-24928,-24929,-0.998047
-0.985809,-32303,-0.760796,-24929,-24930,-0.769531
-0.985779,-32302,-0.760820,-24930,-24931,-0.542969
-0.985748,-32301,-0.760843,-24931,-24931,-0.314453
-0.985718,-32300,-0.760867,-24932,-24932,-0.085938
-0.985687,-32299,-0.760890,-24932,-24933,-0.857422
-0.985657,-32298,-0.760914,-24933,-24934,-0.628906
-0.985626,-32297,-0.760938,-24934,-24934,-0.402344
-0.985596,-32296,-0.760961,-24935,-24935,-0.173828
-0.985565,-32295,-0.760985,-24935,-24936,-0.945313
-0.985535,-32294,-0.761008,-24936,-24937,-0.718750
-0.985504,-32293,-0.761032,-24937,-24937,-0.490234
-0.985474,-32292,-0.761055,-24938,-24938,-0.261719
-0.985443,-32291,-0.761079,-24939,-24939,-0.035156
-0.985413,-32290,-0.761102,-24939,-24940,-0.806641
-0.985382,-32289,-0.761126,-24940,-24941,-0.580078
-0.985352,-32288,-0.761150,-24941,-24941,-0.351563
-0.985321,-32287,-0.761173,-24942,-24942,-0.125000
-0.985291,-32286,-0.761197,-24942,-24943,-0.896484
-0.985260,-32285,-0.761220,-24943,-24944,-0.669922
-0.985229,-32284,-0.761244,-24944,-24944,-0.441406
-0.985199,-32283,-0.761268,-24945,-24945,-0.214844
-0.985168,-32282,-0.761291,-24945,-24946,-0.988281
-0.985138,-32281,-0.761315,-24946,-24947,-0.759766
-0.985107,-32280,-0.761338,-24947,-24948,-0.533203
-0.985077,-32279,-0.761362,-24948,-24948,-0.306641
-0.985046,-32278,-0.761385,-24949,-24949,-0.078125
-0.985016,-32277,-0.761409,-24949,-24950,-0.851563
-0.984985,-32276,-0.761433,-24950,-24951,-0.625000
-0.984955,-32275,-0.761456,-24951,-24951,-0.398438
-0.984924,-32274,-0.761480,-24952,-24952,-0.171875
-0.984894,-32273,-0.761503,-24952,-24953,-0.943359
-0.984863,-32272,-0.761527,-24953,-24954,-0.716797
-0.984833,-32271,-0.761551,-24954,-24954,-0.490234
-0.984802,-32270,-0.761574,-24955,-24955,-0.263672
-0.984772,-32269,-0.761598,-24956,-24956,-0.037109
-0.984741,-32268,-0.761621,-24956,-24957,-0.810547
-0.984711,-32267,-0.761645,-24957,-24958,-0.583984
-0.984680,-32266,-0.761669,-24958,-24958,-0.357422
-0.984650,-32265,-0.761692,-24959,-24959,-0.130859
-0.984619,-32264,-0.761716,-24959,-24960,-0.904297
-0.984589,-32263,-0.761739,-24960,-24961,-0.677734
-0.984558,-32262,-0.761763,-24961,-24961,-0.451172
-0.984528,-32261,-0.761787,-24962,-24962,-0.226563
-0.984497,-32260,-0.761810,-24962,-24963,-1.000000
-0.984467,-32259,-0.761834,-24963,-24964,-0.773438
-0.984436,-32258,-0.761858,-24964,-24965,-0.546875
-0.984406,-32257,-0.761881,-24965,-24965,-0.320313
-0.984375,-32256,-0.761905,-24966,-24966,-0.095703
-0.984344,-32255,-0.761928,-24966,-24967,-0.869141
-0.984314,-32254,-0.761952,-24967,-24968,-0.642578
-0.984283,-32253,-0.761976,-24968,-24968,-0.417969
-0.984253,-32252,-0.761999,-24969,-24969,-0.191406
-0.984222,-32251,-0.762023,-24969,-24970,-0.966797
-0.984192,-32250,-0.762047,-24970,-24971,-0.740234
-0.984161,-32249,-0.762070,-24971,-24972,-0.513672
-0.984131,-32248,-0.762094,-24972,-24972,-0.289063
-0.984100,-32247,-0.762117,-24973,-24973,-0.062500
-0.984070,-32246,-0.762141,-24973,-24974,-0.837891
-0.984039,-32245,-0.762165,-24974,-24975,-0.611328
-0.984009,-32244,-0.762188,-24975,-24975,-0.386719
-0.983978,-32243,-0.762212,-24976,-24976,-0.162109
-0.983948,-32242,-0.762236,-24976,-24977,-0.935547
-0.983917,-32241,-0.762259,-24977,-24978,-0.710938
-0.983887,-32240,-0.762283,-24978,-24978,-0.486328
-0.983856,-32239,-0.762307,-24979,-24979,-0.259766
-0.983826,-32238,-0.762330,-24980,-24980,-0.035156
-0.983795,-32237,-0.762354,-24980,-24981,-0.810547
-0.983765,-32236,-0.762377,-24981,-24982,-0.583984
-0.983734,-32235,-0.762401,-24982,-24982,-0.359375
-0.983704,-32234,-0.762425,-24983,-24983,-0.134766
-0.983673,-32233,-0.762448,-24983,-24984,-0.910156
-0.983643,-32232,-0.762472,-24984,-24985,-0.685547
-0.983612,-32231,-0.762496,-24985,-24985,-0.460938
-0.983582,-32230,-0.762519,-24986,-24986,-0.236328
-0.983551,-32229,-0.762543,-24987,-24987,-0.009766
-0.983521,-32228,-0.762567,-24987,-24988,-0.785156
-0.983490,-32227,-0.762590,-24988,-24989,-0.560547
-0.983459,-32226,-0.762614,-24989,-24989,-0.335938
-0.983429,-32225,-0.762638,-24990,-24990,-0.111328
-0.983398,-32224,-0.762661,-24990,-24991,-0.888672
-0.983368,-32223,-0.762685,-24991,-24992,-0.664063
-0.983337,-32222,-0.762709,-24992,-24992,-0.439453
-0.983307,-32221,-0.762732,-24993,-24993,-0.214844
-0.983276,-32220,-0.762756,-24993,-24994,-0.990234
-0.983246,-32219,-0.762780,-24994,-24995,-0.765625
-0.983215,-32218,-0.762803,-24995,-24996,-0.541016
-0.983185,-32217,-0.762827,-24996,-24996,-0.318359
-0.983154,-32216,-0.762851,-24997,-24997,-0.093750
-0.983124,-32215,-0.762874,-24997,-24998,-0.869141
-0.983093,-32214,-0.762898,-24998,-24999,-0.646484
-0.983063,-32213,-0.762922,-24999,-24999,-0.421875
-0.983032,-32212,-0.762945,-25000,-25000,-0.197266
-0.983002,-32211,-0.762969,-25000,-25001,-0.974609
-0.982971,-32210,-0.762993,-25001,-25002,-0.750000
-0.982941,-32209,-0.763017,-25002,-25003,-0.525391
-0.982910,-32208,-0.763040,-25003,-25003,-0.302734
-0.982880,-32207,-0.763064,-25004,-25004,-0.078125
-0.982849,-32206,-0.763088,-25004,-25005,-0.855469
-0.982819,-32205,-0.763111,-25005,-25006,-0.630859
-0.982788,-32204,-0.763135,-25006,-25006,-0.408203
-0.982758,-32203,-0.763159,-25007,-25007,-0.185547
-0.982727,-32202,-0.763182,-25007,-25008,-0.960938
-0.982697,-32201,-0.763206,-25008,-25009,-0.738281
-0.982666,-32200,-0.763230,-25009,-25010,-0.513672
-0.982635,-32199,-0.763254,-25010,-25010,-0.291016
-0.982605,-32198,-0.763277,-25011,-25011,-0.068359
-0.982574,-32197,-0.763301,-25011,-25012,-0.845703
-0.982544,-32196,-0.763325,-25012,-25013,-0.621094
-0.982513,-32195,-0.763348,-25013,-25013,-0.398438
-0.982483,-32194,-0.763372,-25014,-25014,-0.175781
-0.982452,-32193,-0.763396,-25014,-25015,-0.953125
-0.982422,-32192,-0.763420,-25015,-25016,-0.730469
-0.982391,-32191,-0.763443,-25016,-25017,-0.505859
-0.982361,-32190,-0.763467,-25017,-25017,-0.283203
-0.982330,-32189,-0.763491,-25018,-25018,-0.060547
-0.982300,-32188,-0.763514,-25018,-25019,-0.837891
-0.982269,-32187,-0.763538,-25019,-25020,-0.615234
-0.982239,-32186,-0.763562,-25020,-25020,-0.392578
-0.982208,-32185,-0.763586,-25021,-25021,-0.169922
-0.982178,-32184,-0.763609,-25021,-25022,-0.947266
-0.982147,-32183,-0.763633,-25022,-25023,-0.724609
-0.982117,-32182,-0.763657,-25023,-25024,-0.501953
-0.982086,-32181,-0.763680,-25024,-25024,-0.281250
-0.982056,-32180,-0.763704,-25025,-25025,-0.058594
-0.982025,-32179,-0.763728,-25025,-25026,-0.835938
-0.981995,-32178,-0.763752,-25026,-25027,-0.613281
-0.981964,-32177,-0.763775,-25027,-25027,-0.390625
-0.981934,-32176,-0.763799,-25028,-25028,-0.169922
-0.981903,-32175,-0.763823,-25028,-25029,-0.947266
-0.981873,-32174,-0.763847,-25029,-25030,-0.724609
-0.981842,-32173,-0.763870,-25030,-25031,-0.501953
-0.981812,-32172,-0.763894,-25031,-25031,-0.281250
-0.981781,-32171,-0.763918,-25032,-25032,-0.058594
-0.981750,-32170,-0.763942,-25032,-25033,-0.837891
-0.981720,-32169,-0.763965,-25033,-25034,-0.615234
-0.981689,-32168,-0.763989,-25034,-25034,-0.392578
-0.981659,-32167,-0.764013,-25035,-25035,-0.171875
-0.981628,-32166,-0.764037,-25035,-25036,-0.949219
-0.981598,-32165,-0.764060,-25036,-25037,-0.728516
-0.981567,-32164,-0.764084,-25037,-25038,-0.505859
-0.981537,-32163,-0.764108,-25038,-25038,-0.285156
-0.981506,-32162,-0.764132,-25039,-25039,-0.064453
-0.981476,-32161,-0.764155,-25039,-25040,-0.841797
-0.981445,-32160,-0.764179,-25040,-25041,-0.621094
-0.981415,-32159,-0.764203,-25041,-25041,-0.400391
-0.981384,-32158,-0.764227,-25042,-25042,-0.177734
-0.981354,-32157,-0.764250,-25042,-25043,-0.957031
-0.981323,-32156,-0.764274,-25043,-25044,-0.736328
-0.981293,-32155,-0.764298,-25044,-25045,-0.513672
-0.981262,-32154,-0.764322,-25045,-25045,-0.292969
-0.981232,-32153,-0.764345,-25046,-25046,-0.072266
-0.981201,-32152,-0.764369,-25046,-25047,-0.851563
-0.981171,-32151,-0.764393,-25047,-25048,-0.630859
-0.981140,-32150,-0.764417,-25048,-25048,-0.410156
-0.981110,-32149,-0.764441,-25049,-25049,-0.189453
-0.981079,-32148,-0.764464,-25049,-25050,-0.968750
-0.981049,-32147,-0.764488,-25050,-25051,-0.748047
-0.981018,-32146,-0.764512,-25051,-25052,-0.527344
-0.980988,-32145,-0.764536,-25052,-25052,-0.306641
-0.980957,-32144,-0.764560,-25053,-25053,-0.085938
-0.980927,-32143,-0.764583,-25053,-25054,-0.865234
-0.980896,-32142,-0.764607,-25054,-25055,-0.644531
-0.980865,-32141,-0.764631,-25055,-25055,-0.423828
-0.980835,-32140,-0.764655,-25056,-25056,-0.203125
-0.980804,-32139,-0.764678,-25056,-25057,-0.982422
-0.980774,-32138,-0.764702,-25057,-25058,-0.761719
-0.980743,-32137,-0.764726,-25058,-25059,-0.542969
-0.980713,-32136,-0.764750,-25059,-25059,-0.322266
-0.980682,-32135,-0.764774,-25060,-25060,-0.101563
-0.980652,-32134,-0.764797,-25060,-25061,-0.880859
-0.980621,-32133,-0.764821,-25061,-25062,-0.662109
-0.980591,-32132,-0.764845,-25062,-25062,-0.441406
-0.980560,-32131,-0.764869,-25063,-25063,-0.220703
-0.980530,-32130,-0.764893,-25064,-25064,-0.001953
-0.980499,-32129,-0.764916,-25064,-25065,-0.781250
-0.980469,-32128,-0.764940,-25065,-25066,-0.562500
-0.980438,-32127,-0.764964,-25066,-25066,-0.341797
-0.980408,-32126,-0.764988,-25067,-25067,-0.123047
-0.980377,-32125,-0.765012,-25067,-25068,-0.902344
-0.980347,-32124,-0.765036,-25068,-25069,-0.683594
-0.980316,-32123,-0.765059,-25069,-25069,-0.462891
-0.980286,-32122,-0.765083,-25070,-25070,-0.244141
-0.980255,-32121,-0.765107,-25071,-25071,-0.023438
-0.980225,-32120,-0.765131,-25071,-25072,-0.804688
-0.980194,-32119,-0.765155,-25072,-25073,-0.585938
-0.980164,-32118,-0.765178,-25073,-25073,-0.365234
-0.980133,-32117,-0.765202,-25074,-25074,-0.146484
-0.980103,-32116,-0.765226,-25074,-25075,-0.927734
-0.980072,-32115,-0.765250,-25075,-25076,-0.708984
-0.980042,-32114,-0.765274,-25076,-25076,-0.488281
-0.980011,-32113,-0.765298,-25077,-25077,-0.269531
-0.979980,-32112,-0.765321,-25078,-25078,-0.050781
-0.979950,-32111,-0.765345,-25078,-25079,-0.832031
-0.979919,-32110,-0.765369,-25079,-25080,-0.613281
-0.979889,-32109,-0.765393,-25080,-25080,-0.394531
-0.979858,-32108,-0.765417,-25081,-25081,-0.175781
-0.979828,-32107,-0.765441,-25081,-25082,-0.957031
-0.979797,-32106,-0.765464,-25082,-25083,-0.738281
-0.979767,-32105,-0.765488,-25083,-25084,-0.519531
-0.979736,-32104,-0.765512,-25084,-25084,-0.300781
-0.979706,-32103,-0.765536,-25085,-25085,-0.082031
-0.979675,-32102,-0.765560,-25085,-25086,-0.863281
-0.979645,-32101,-0.765584,-25086,-25087,-0.644531
-0.979614,-32100,-0.765607,-25087,-25087,-0.425781
-0.979584,-32099,-0.765631,-25088,-25088,-0.207031
-0.979553,-32098,-0.765655,-25088,-25089,-0.988281
-0.979523,-32097,-0.765679,-25089,-25090,-0.771484
-0.979492,-32096,-0.765703,-25090,-25091,-0.552734
-0.979462,-32095,-0.765727,-25091,-25091,-0.333984
-0.979431,-32094,-0.765751,-25092,-25092,-0.115234
-0.979401,-32093,-0.765774,-25092,-25093,-0.898438
-0.979370,-32092,-0.765798,-25093,-25094,-0.679688
-0.979340,-32091,-0.765822,-25094,-25094,-0.460938
-0.979309,-32090,-0.765846,-25095,-25095,-0.244141
-0.979279,-32089,-0.765870,-25096,-25096,-0.025391
-0.979248,-32088,-0.765894,-25096,-25097,-0.808594
-0.979218,-32087,-0.765918,-25097,-25098,-0.589844
-0.979187,-32086,-0.765942,-25098,-25098,-0.373047
-0.979156,-32085,-0.765965,-25099,-25099,-0.154297
-0.979126,-32084,-0.765989,-25099,-25100,-0.937500
-0.979095,-32083,-0.766013,-25100,-25101,-0.718750
-0.979065,-32082,-0.766037,-25101,-25102,-0.501953
-0.979034,-32081,-0.766061,-25102,-25102,-0.283203
-0.979004,-32080,-0.766085,-25103,-25103,-0.066406
-0.978973,-32079,-0.766109,-25103,-25104,-0.849609
-0.978943,-32078,-0.766133,-25104,-25105,-0.630859
-0.978912,-32077,-0.766156,-25105,-25105,-0.414063
-0.978882,-32076,-0.766180,-25106,-25106,-0.197266
-0.978851,-32075,-0.766204,-25106,-25107,-0.980469
-0.978821,-32074,-0.766228,-25107,-25108,-0.761719
-0.978790,-32073,-0.766252,-25108,-25109,-0.544922
-0.978760,-32072,-0.766276,-25109,-25109,-0.328125
-0.978729,-32071,-0.766300,-25110,-25110,-0.111328
-0.978699,-32070,-0.766324,-25110,-25111,-0.894531
-0.978668,-32069,-0.766348,-25111,-25112,-0.677734
-0.978638,-32068,-0.766371,-25112,-25112,-0.460938
-0.978607,-32067,-0.766395,-25113,-25113,-0.242188
-0.978577,-32066,-0.766419,-25114,-25114,-0.025391
-0.978546,-32065,-0.766443,-25114,-25115,-0.808594
-0.978516,-32064,-0.766467,-25115,-25116,-0.593750
-0.978485,-32063,-0.766491,-25116,-25116,-0.376953
-0.978455,-32062,-0.766515,-25117,-25117,-0.160156
-0.978424,-32061,-0.766539,-25117,-25118,-0.943359
-0.978394,-32060,-0.766563,-25118,-25119,-0.726563
-0.978363,-32059,-0.766587,-25119,-25120,-0.509766
-0.978333,-32058,-0.766611,-25120,-25120,-0.292969
-0.978302,-32057,-0.766634,-25121,-25121,-0.076172
-0.978271,-32056,-0.766658,-25121,-25122,-0.861328
-0.978241,-32055,-0.766682,-25122,-25123,-0.644531
-0.978210,-32054,-0.766706,-25123,-25123,-0.427734
-0.978180,-32053,-0.766730,-25124,-25124,-0.212891
-0.978149,-32052,-0.766754,-25124,-25125,-0.996094
-0.978119,-32051,-0.766778,-25125,-25126,-0.779297
-0.978088,-32050,-0.766802,-25126,-25127,-0.564453
-0.978058,-32049,-0.766826,-25127,-25127,-0.347656
-0.978027,-32048,-0.766850,-25128,-25128,-0.130859
-0.977997,-32047,-0.766874,-25128,-25129,-0.916016
-0.977966,-32046,-0.766898,-25129,-25130,-0.699219
-0.977936,-32045,-0.766922,-25130,-25130,-0.484375
-0.977905,-32044,-0.766945,-25131,-25131,-0.267578
-0.977875,-32043,-0.766969,-25132,-25132,-0.052734
-0.977844,-32042,-0.766993,-25132,-25133,-0.837891
-0.977814,-32041,-0.767017,-25133,-25134,-0.621094
-0.977783,-32040,-0.767041,-25134,-25134,-0.406250
-0.977753,-32039,-0.767065,-25135,-25135,-0.191406
-0.977722,-32038,-0.767089,-25135,-25136,-0.974609
-0.977692,-32037,-0.767113,-25136,-25137,-0.759766
-0.977661,-32036,-0.767137,-25137,-25138,-0.544922
-0.977631,-32035,-0.767161,-25138,-25138,-0.328125
-0.977600,-32034,-0.767185,-25139,-25139,-0.113281
-0.977570,-32033,-0.767209,-25139,-25140,-0.898438
-0.977539,-32032,-0.767233,-25140,-25141,-0.683594
-0.977509,-32031,-0.767257,-25141,-25141,-0.468750
-0.977478,-32030,-0.767281,-25142,-25142,-0.253906
-0.977448,-32029,-0.767305,-25143,-25143,-0.039063
-0.977417,-32028,-0.767329,-25143,-25144,-0.822266
-0.977386,-32027,-0.767353,-25144,-25145,-0.607422
-0.977356,-32026,-0.767376,-25145,-25145,-0.392578
-0.977325,-32025,-0.767400,-25146,-25146,-0.177734
-0.977295,-32024,-0.767424,-25146,-25147,-0.962891
-0.977264,-32023,-0.767448,-25147,-25148,-0.750000
-0.977234,-32022,-0.767472,-25148,-25149,-0.535156
-0.977203,-32021,-0.767496,-25149,-25149,-0.320313
-0.977173,-32020,-0.767520,-25150,-25150,-0.105469
-0.977142,-32019,-0.767544,-25150,-25151,-0.890625
-0.977112,-32018,-0.767568,-25151,-25152,-0.675781
-0.977081,-32017,-0.767592,-25152,-25152,-0.460938
-0.977051,-32016,-0.767616,-25153,-25153,-0.248047
-0.977020,-32015,-0.767640,-25154,-25154,-0.033203
-0.976990,-32014,-0.767664,-25154,-25155,-0.818359
-0.976959,-32013,-0.767688,-25155,-25156,-0.605469
-0.976929,-32012,-0.767712,-25156,-25156,-0.390625
-0.976898,-32011,-0.767736,-25157,-25157,-0.175781
-0.976868,-32010,-0.767760,-25157,-25158,-0.962891
-0.976837,-32009,-0.767784,-25158,-25159,-0.748047
-0.976807,-32008,-0.767808,-25159,-25160,-0.533203
-0.976776,-32007,-0.767832,-25160,-25160,-0.320313
-0.976746,-32006,-0.767856,-25161,-25161,-0.105469
-0.976715,-32005,-0.767880,-25161,-25162,-0.892578
-0.976685,-32004,-0.767904,-25162,-25163,-0.677734
-0.976654,-32003,-0.767928,-25163,-25163,-0.464844
-0.976624,-32002,-0.767952,-25164,-25164,-0.251953
-0.976593,-32001,-0.767976,-25165,-25165,-0.037109
-0.976563,-32000,-0.768000,-25165,-25166,-0.824219
-0.976532,-31999,-0.768024,-25166,-25167,-0.611328
-0.976501,-31998,-0.768048,-25167,-25167,-0.396484
-0.976471,-31997,-0.768072,-25168,-25168,-0.183594
-0.976440,-31996,-0.768096,-25168,-25169,-0.970703
-0.976410,-31995,-0.768120,-25169,-25170,-0.755859
-0.976379,-31994,-0.768144,-25170,-25171,-0.542969
-0.976349,-31993,-0.768168,-25171,-25171,-0.330078
-0.976318,-31992,-0.768192,-25172,-25172,-0.117188
-0.976288,-31991,-0.768216,-25172,-25173,-0.904297
-0.976257,-31990,-0.768240,-25173,-25174,-0.691406
-0.976227,-31989,-0.768264,-25174,-25174,-0.478516
-0.976196,-31988,-0.768288,-25175,-25175,-0.265625
-0.976166,-31987,-0.768312,-25176,-25176,-0.052734
-0.976135,-31986,-0.768336,-25176,-25177,-0.837891
-0.976105,-31985,-0.768360,-25177,-25178,-0.626953
-0.976074,-31984,-0.768384,-25178,-25178,-0.414063
-0.976044,-31983,-0.768408,-25179,-25179,-0.201172
-0.976013,-31982,-0.768432,-25179,-25180,-0.988281
-0.975983,-31981,-0.768456,-25180,-25181,-0.775391
-0.975952,-31980,-0.768480,-25181,-25182,-0.562500
-0.975922,-31979,-0.768504,-25182,-25182,-0.349609
-0.975891,-31978,-0.768528,-25183,-25183,-0.136719
-0.975861,-31977,-0.768552,-25183,-25184,-0.925781
-0.975830,-31976,-0.768576,-25184,-25185,-0.712891
-0.975800,-31975,-0.768600,-25185,-25186,-0.500000
-0.975769,-31974,-0.768624,-25186,-25186,-0.287109
-0.975739,-31973,-0.768649,-25187,-25187,-0.076172
-0.975708,-31972,-0.768673,-25187,-25188,-0.863281
-0.975677,-31971,-0.768697,-25188,-25189,-0.650391
-0.975647,-31970,-0.768721,-25189,-25189,-0.439453
-0.975616,-31969,-0.768745,-25190,-25190,-0.226563
-0.975586,-31968,-0.768769,-25191,-25191,-0.015625
-0.975555,-31967,-0.768793,-25191,-25192,-0.802734
-0.975525,-31966,-0.768817,-25192,-25193,-0.591797
-0.975494,-31965,-0.768841,-25193,-25193,-0.378906
-0.975464,-31964,-0.768865,-25194,-25194,-0.167969
-0.975433,-31963,-0.768889,-25194,-25195,-0.955078
-0.975403,-31962,-0.768913,-25195,-25196,-0.744141
-0.975372,-31961,-0.768937,-25196,-25197,-0.533203
-0.975342,-31960,-0.768961,-25197,-25197,-0.320313
-0.975311,-31959,-0.768985,-25198,-25198,-0.109375
-0.975281,-31958,-0.769009,-25198,-25199,-0.898438
-0.975250,-31957,-0.769033,-25199,-25200,-0.685547
-0.975220,-31956,-0.769057,-25200,-25200,-0.474609
-0.975189,-31955,-0.769082,-25201,-25201,-0.263672
-0.975159,-31954,-0.769106,-25202,-25202,-0.052734
-0.975128,-31953,-0.769130,-25202,-25203,-0.839844
-0.975098,-31952,-0.769154,-25203,-25204,-0.628906
-0.975067,-31951,-0.769178,-25204,-25204,-0.417969
-0.975037,-31950,-0.769202,-25205,-25205,-0.207031
-0.975006,-31949,-0.769226,-25205,-25206,-0.996094
-0.974976,-31948,-0.769250,-25206,-25207,-0.785156
-0.974945,-31947,-0.769274,-25207,-25208,-0.574219
-0.974915,-31946,-0.769298,-25208,-25208,-0.363281
-0.974884,-31945,-0.769322,-25209,-25209,-0.152344
-0.974854,-31944,-0.769346,-25209,-25210,-0.941406
-0.974823,-31943,-0.769370,-25210,-25211,-0.730469
-0.974792,-31942,-0.769395,-25211,-25212,-0.519531
-0.974762,-31941,-0.769419,-25212,-25212,-0.308594
-0.974731,-31940,-0.769443,-25213,-25213,-0.097656
-0.974701,-31939,-0.769467,-25213,-25214,-0.888672
-0.974670,-31938,-0.769491,-25214,-25215,-0.677734
-0.974640,-31937,-0.769515,-25215,-25215,-0.466797
-0.974609,-31936,-0.769539,-25216,-25216,-0.255859
-0.974579,-31935,-0.769563,-25217,-25217,-0.046875
-0.974548,-31934,-0.769587,-25217,-25218,-0.835938
-0.974518,-31933,-0.769611,-25218,-25219,-0.625000
-0.974487,-31932,-0.769635,-25219,-25219,-0.416016
-0.974457,-31931,-0.769660,-25220,-25220,-0.205078
-0.974426,-31930,-0.769684,-25220,-25221,-0.994141
-0.974396,-31929,-0.769708,-25221,-25222,-0.785156
-0.974365,-31928,-0.769732,-25222,-25223,-0.574219
-0.974335,-31927,-0.769756,-25223,-25223,-0.365234
-0.974304,-31926,-0.769780,-25224,-25224,-0.154297
-0.974274,-31925,-0.769804,-25224,-25225,-0.945313
-0.974243,-31924,-0.769828,-25225,-25226,-0.734375
-0.974213,-31923,-0.769852,-25226,-25227,-0.525391
-0.974182,-31922,-0.769877,-25227,-25227,-0.316406
-0.974152,-31921,-0.769901,-25228,-25228,-0.105469
-0.974121,-31920,-0.769925,-25228,-25229,-0.896484
-0.974091,-31919,-0.769949,-25229,-25230,-0.687500
-0.974060,-31918,-0.769973,-25230,-25230,-0.476563
-0.974030,-31917,-0.769997,-25231,-25231,-0.267578
-0.973999,-31916,-0.770021,-25232,-25232,-0.058594
-0.973969,-31915,-0.770045,-25232,-25233,-0.849609
-0.973938,-31914,-0.770070,-25233,-25234,-0.638672
-0.973907,-31913,-0.770094,-25234,-25234,-0.429688
-0.973877,-31912,-0.770118,-25235,-25235,-0.220703
-0.973846,-31911,-0.770142,-25236,-25236,-0.011719
-0.973816,-31910,-0.770166,-25236,-25237,-0.802734
-0.973785,-31909,-0.770190,-25237,-25238,-0.593750
-0.973755,-31908,-0.770214,-25238,-25238,-0.384766
-0.973724,-31907,-0.770239,-25239,-25239,-0.175781
-0.973694,-31906,-0.770263,-25239,-25240,-0.966797
-0.973663,-31905,-0.770287,-25240,-25241,-0.757813
-0.973633,-31904,-0.770311,-25241,-25242,-0.548828
-0.973602,-31903,-0.770335,-25242,-25242,-0.339844
-0.973572,-31902,-0.770359,-25243,-25243,-0.130859
-0.973541,-31901,-0.770383,-25243,-25244,-0.921875
-0.973511,-31900,-0.770407,-25244,-25245,-0.712891
-0.973480,-31899,-0.770432,-25245,-25246,-0.505859
-0.973450,-31898,-0.770456,-25246,-25246,-0.296875
-0.973419,-31897,-0.770480,-25247,-25247,-0.087891
-0.973389,-31896,-0.770504,-25247,-25248,-0.878906
-0.973358,-31895,-0.770528,-25248,-25249,-0.671875
-0.973328,-31894,-0.770552,-25249,-25249,-0.462891
-0.973297,-31893,-0.770577,-25250,-25250,-0.253906
-0.973267,-31892,-0.770601,-25251,-25251,-0.046875
-0.973236,-31891,-0.770625,-25251,-25252,-0.837891
-0.973206,-31890,-0.770649,-25252,-25253,-0.630859
-0.973175,-31889,-0.770673,-25253,-25253,-0.421875
-0.973145,-31888,-0.770697,-25254,-25254,-0.212891
-0.973114,-31887,-0.770722,-25255,-25255,-0.005859
